code,codetype,code_description,event
4439,ICD10CM,Peripheral_vascular_disease,cci
4471,ICD10CM,Peripheral_vascular_disease,cci
5571,ICD10CM,Peripheral_vascular_disease,cci
5579,ICD10CM,Peripheral_vascular_disease,cci
V434,ICD10CM,Peripheral_vascular_disease,cci
G45,ICD10CM,Cerebrovascular_disease,cci
G450,ICD10CM,Cerebrovascular_disease,cci
G451,ICD10CM,Cerebrovascular_disease,cci
G452,ICD10CM,Cerebrovascular_disease,cci
G453,ICD10CM,Cerebrovascular_disease,cci
G454,ICD10CM,Cerebrovascular_disease,cci
G458,ICD10CM,Cerebrovascular_disease,cci
G459,ICD10CM,Cerebrovascular_disease,cci
G46,ICD10CM,Cerebrovascular_disease,cci
G460,ICD10CM,Cerebrovascular_disease,cci
G461,ICD10CM,Cerebrovascular_disease,cci
G462,ICD10CM,Cerebrovascular_disease,cci
G463,ICD10CM,Cerebrovascular_disease,cci
G464,ICD10CM,Cerebrovascular_disease,cci
G465,ICD10CM,Cerebrovascular_disease,cci
G466,ICD10CM,Cerebrovascular_disease,cci
G467,ICD10CM,Cerebrovascular_disease,cci
G468,ICD10CM,Cerebrovascular_disease,cci
H3400,ICD10CM,Cerebrovascular_disease,cci
H3401,ICD10CM,Cerebrovascular_disease,cci
H3402,ICD10CM,Cerebrovascular_disease,cci
H3403,ICD10CM,Cerebrovascular_disease,cci
I60,ICD10CM,Cerebrovascular_disease,cci
I6000,ICD10CM,Cerebrovascular_disease,cci
I6001,ICD10CM,Cerebrovascular_disease,cci
I6002,ICD10CM,Cerebrovascular_disease,cci
I6010,ICD10CM,Cerebrovascular_disease,cci
I6011,ICD10CM,Cerebrovascular_disease,cci
I6012,ICD10CM,Cerebrovascular_disease,cci
I602,ICD10CM,Cerebrovascular_disease,cci
I6030,ICD10CM,Cerebrovascular_disease,cci
I6031,ICD10CM,Cerebrovascular_disease,cci
I6032,ICD10CM,Cerebrovascular_disease,cci
I604,ICD10CM,Cerebrovascular_disease,cci
I6050,ICD10CM,Cerebrovascular_disease,cci
I6051,ICD10CM,Cerebrovascular_disease,cci
I6052,ICD10CM,Cerebrovascular_disease,cci
I606,ICD10CM,Cerebrovascular_disease,cci
I607,ICD10CM,Cerebrovascular_disease,cci
I608,ICD10CM,Cerebrovascular_disease,cci
I609,ICD10CM,Cerebrovascular_disease,cci
I61,ICD10CM,Cerebrovascular_disease,cci
I610,ICD10CM,Cerebrovascular_disease,cci
I611,ICD10CM,Cerebrovascular_disease,cci
I612,ICD10CM,Cerebrovascular_disease,cci
I613,ICD10CM,Cerebrovascular_disease,cci
I614,ICD10CM,Cerebrovascular_disease,cci
I615,ICD10CM,Cerebrovascular_disease,cci
I616,ICD10CM,Cerebrovascular_disease,cci
I618,ICD10CM,Cerebrovascular_disease,cci
I619,ICD10CM,Cerebrovascular_disease,cci
I62,ICD10CM,Cerebrovascular_disease,cci
I6200,ICD10CM,Cerebrovascular_disease,cci
I6201,ICD10CM,Cerebrovascular_disease,cci
I6202,ICD10CM,Cerebrovascular_disease,cci
I6203,ICD10CM,Cerebrovascular_disease,cci
I621,ICD10CM,Cerebrovascular_disease,cci
I629,ICD10CM,Cerebrovascular_disease,cci
I63,ICD10CM,Cerebrovascular_disease,cci
I6300,ICD10CM,Cerebrovascular_disease,cci
I6301,ICD10CM,Cerebrovascular_disease,cci
I63011,ICD10CM,Cerebrovascular_disease,cci
I63012,ICD10CM,Cerebrovascular_disease,cci
I63013,ICD10CM,Cerebrovascular_disease,cci
I63019,ICD10CM,Cerebrovascular_disease,cci
I6302,ICD10CM,Cerebrovascular_disease,cci
I6303,ICD10CM,Cerebrovascular_disease,cci
I63031,ICD10CM,Cerebrovascular_disease,cci
I63032,ICD10CM,Cerebrovascular_disease,cci
I63033,ICD10CM,Cerebrovascular_disease,cci
I63039,ICD10CM,Cerebrovascular_disease,cci
I6309,ICD10CM,Cerebrovascular_disease,cci
I6310,ICD10CM,Cerebrovascular_disease,cci
I6311,ICD10CM,Cerebrovascular_disease,cci
I63111,ICD10CM,Cerebrovascular_disease,cci
I63112,ICD10CM,Cerebrovascular_disease,cci
I63113,ICD10CM,Cerebrovascular_disease,cci
I63119,ICD10CM,Cerebrovascular_disease,cci
I6312,ICD10CM,Cerebrovascular_disease,cci
I6313,ICD10CM,Cerebrovascular_disease,cci
I63131,ICD10CM,Cerebrovascular_disease,cci
I63132,ICD10CM,Cerebrovascular_disease,cci
I63133,ICD10CM,Cerebrovascular_disease,cci
I63139,ICD10CM,Cerebrovascular_disease,cci
I6319,ICD10CM,Cerebrovascular_disease,cci
I6320,ICD10CM,Cerebrovascular_disease,cci
I6321,ICD10CM,Cerebrovascular_disease,cci
I63211,ICD10CM,Cerebrovascular_disease,cci
I63212,ICD10CM,Cerebrovascular_disease,cci
I63213,ICD10CM,Cerebrovascular_disease,cci
I63219,ICD10CM,Cerebrovascular_disease,cci
I6322,ICD10CM,Cerebrovascular_disease,cci
I6323,ICD10CM,Cerebrovascular_disease,cci
I63231,ICD10CM,Cerebrovascular_disease,cci
I63232,ICD10CM,Cerebrovascular_disease,cci
I63233,ICD10CM,Cerebrovascular_disease,cci
I63239,ICD10CM,Cerebrovascular_disease,cci
I6329,ICD10CM,Cerebrovascular_disease,cci
I6330,ICD10CM,Cerebrovascular_disease,cci
I6331,ICD10CM,Cerebrovascular_disease,cci
I63311,ICD10CM,Cerebrovascular_disease,cci
I63312,ICD10CM,Cerebrovascular_disease,cci
I63313,ICD10CM,Cerebrovascular_disease,cci
I63319,ICD10CM,Cerebrovascular_disease,cci
I6332,ICD10CM,Cerebrovascular_disease,cci
I63321,ICD10CM,Cerebrovascular_disease,cci
I63322,ICD10CM,Cerebrovascular_disease,cci
I63323,ICD10CM,Cerebrovascular_disease,cci
I63329,ICD10CM,Cerebrovascular_disease,cci
I6333,ICD10CM,Cerebrovascular_disease,cci
I63331,ICD10CM,Cerebrovascular_disease,cci
I63332,ICD10CM,Cerebrovascular_disease,cci
I63333,ICD10CM,Cerebrovascular_disease,cci
I63339,ICD10CM,Cerebrovascular_disease,cci
I6334,ICD10CM,Cerebrovascular_disease,cci
I63341,ICD10CM,Cerebrovascular_disease,cci
I63342,ICD10CM,Cerebrovascular_disease,cci
I63343,ICD10CM,Cerebrovascular_disease,cci
I63349,ICD10CM,Cerebrovascular_disease,cci
I6339,ICD10CM,Cerebrovascular_disease,cci
I6340,ICD10CM,Cerebrovascular_disease,cci
I6341,ICD10CM,Cerebrovascular_disease,cci
I63411,ICD10CM,Cerebrovascular_disease,cci
I63412,ICD10CM,Cerebrovascular_disease,cci
I63413,ICD10CM,Cerebrovascular_disease,cci
I63419,ICD10CM,Cerebrovascular_disease,cci
I6342,ICD10CM,Cerebrovascular_disease,cci
I63421,ICD10CM,Cerebrovascular_disease,cci
I63422,ICD10CM,Cerebrovascular_disease,cci
I63423,ICD10CM,Cerebrovascular_disease,cci
I63429,ICD10CM,Cerebrovascular_disease,cci
I6343,ICD10CM,Cerebrovascular_disease,cci
I63431,ICD10CM,Cerebrovascular_disease,cci
I63432,ICD10CM,Cerebrovascular_disease,cci
I63433,ICD10CM,Cerebrovascular_disease,cci
I63439,ICD10CM,Cerebrovascular_disease,cci
I6344,ICD10CM,Cerebrovascular_disease,cci
I63441,ICD10CM,Cerebrovascular_disease,cci
I63442,ICD10CM,Cerebrovascular_disease,cci
I63443,ICD10CM,Cerebrovascular_disease,cci
I63449,ICD10CM,Cerebrovascular_disease,cci
I6349,ICD10CM,Cerebrovascular_disease,cci
I6350,ICD10CM,Cerebrovascular_disease,cci
I6351,ICD10CM,Cerebrovascular_disease,cci
I63511,ICD10CM,Cerebrovascular_disease,cci
I63512,ICD10CM,Cerebrovascular_disease,cci
I63513,ICD10CM,Cerebrovascular_disease,cci
I63519,ICD10CM,Cerebrovascular_disease,cci
I6352,ICD10CM,Cerebrovascular_disease,cci
I63521,ICD10CM,Cerebrovascular_disease,cci
I63522,ICD10CM,Cerebrovascular_disease,cci
I63523,ICD10CM,Cerebrovascular_disease,cci
I63529,ICD10CM,Cerebrovascular_disease,cci
I6353,ICD10CM,Cerebrovascular_disease,cci
I63531,ICD10CM,Cerebrovascular_disease,cci
I63532,ICD10CM,Cerebrovascular_disease,cci
I63533,ICD10CM,Cerebrovascular_disease,cci
I63539,ICD10CM,Cerebrovascular_disease,cci
I6354,ICD10CM,Cerebrovascular_disease,cci
I63541,ICD10CM,Cerebrovascular_disease,cci
I63542,ICD10CM,Cerebrovascular_disease,cci
I63543,ICD10CM,Cerebrovascular_disease,cci
I63549,ICD10CM,Cerebrovascular_disease,cci
I6359,ICD10CM,Cerebrovascular_disease,cci
I636,ICD10CM,Cerebrovascular_disease,cci
I6381,ICD10CM,Cerebrovascular_disease,cci
I6389,ICD10CM,Cerebrovascular_disease,cci
I639,ICD10CM,Cerebrovascular_disease,cci
I65,ICD10CM,Cerebrovascular_disease,cci
I6501,ICD10CM,Cerebrovascular_disease,cci
I6502,ICD10CM,Cerebrovascular_disease,cci
I6503,ICD10CM,Cerebrovascular_disease,cci
I6509,ICD10CM,Cerebrovascular_disease,cci
I651,ICD10CM,Cerebrovascular_disease,cci
I6521,ICD10CM,Cerebrovascular_disease,cci
I6522,ICD10CM,Cerebrovascular_disease,cci
I6523,ICD10CM,Cerebrovascular_disease,cci
I6529,ICD10CM,Cerebrovascular_disease,cci
I658,ICD10CM,Cerebrovascular_disease,cci
I659,ICD10CM,Cerebrovascular_disease,cci
I66,ICD10CM,Cerebrovascular_disease,cci
I6601,ICD10CM,Cerebrovascular_disease,cci
I6602,ICD10CM,Cerebrovascular_disease,cci
I6603,ICD10CM,Cerebrovascular_disease,cci
I6609,ICD10CM,Cerebrovascular_disease,cci
I6611,ICD10CM,Cerebrovascular_disease,cci
I6612,ICD10CM,Cerebrovascular_disease,cci
I6613,ICD10CM,Cerebrovascular_disease,cci
I6619,ICD10CM,Cerebrovascular_disease,cci
I6621,ICD10CM,Cerebrovascular_disease,cci
I6622,ICD10CM,Cerebrovascular_disease,cci
I6623,ICD10CM,Cerebrovascular_disease,cci
I6629,ICD10CM,Cerebrovascular_disease,cci
I663,ICD10CM,Cerebrovascular_disease,cci
I668,ICD10CM,Cerebrovascular_disease,cci
I669,ICD10CM,Cerebrovascular_disease,cci
I67,ICD10CM,Cerebrovascular_disease,cci
I670,ICD10CM,Cerebrovascular_disease,cci
I671,ICD10CM,Cerebrovascular_disease,cci
I672,ICD10CM,Cerebrovascular_disease,cci
I673,ICD10CM,Cerebrovascular_disease,cci
I674,ICD10CM,Cerebrovascular_disease,cci
I675,ICD10CM,Cerebrovascular_disease,cci
I676,ICD10CM,Cerebrovascular_disease,cci
I677,ICD10CM,Cerebrovascular_disease,cci
I6781,ICD10CM,Cerebrovascular_disease,cci
I6782,ICD10CM,Cerebrovascular_disease,cci
I6783,ICD10CM,Cerebrovascular_disease,cci
I6784,ICD10CM,Cerebrovascular_disease,cci
I67841,ICD10CM,Cerebrovascular_disease,cci
I67848,ICD10CM,Cerebrovascular_disease,cci
I6785,ICD10CM,Cerebrovascular_disease,cci
I67850,ICD10CM,Cerebrovascular_disease,cci
I67858,ICD10CM,Cerebrovascular_disease,cci
I6789,ICD10CM,Cerebrovascular_disease,cci
I679,ICD10CM,Cerebrovascular_disease,cci
I68,ICD10CM,Cerebrovascular_disease,cci
I680,ICD10CM,Cerebrovascular_disease,cci
I682,ICD10CM,Cerebrovascular_disease,cci
I688,ICD10CM,Cerebrovascular_disease,cci
I69,ICD10CM,Cerebrovascular_disease,cci
I6900,ICD10CM,Cerebrovascular_disease,cci
I6901,ICD10CM,Cerebrovascular_disease,cci
I69010,ICD10CM,Cerebrovascular_disease,cci
I69011,ICD10CM,Cerebrovascular_disease,cci
I69012,ICD10CM,Cerebrovascular_disease,cci
I69013,ICD10CM,Cerebrovascular_disease,cci
I69014,ICD10CM,Cerebrovascular_disease,cci
I69015,ICD10CM,Cerebrovascular_disease,cci
I69018,ICD10CM,Cerebrovascular_disease,cci
I69019,ICD10CM,Cerebrovascular_disease,cci
I6902,ICD10CM,Cerebrovascular_disease,cci
I69020,ICD10CM,Cerebrovascular_disease,cci
I69021,ICD10CM,Cerebrovascular_disease,cci
I69022,ICD10CM,Cerebrovascular_disease,cci
I69023,ICD10CM,Cerebrovascular_disease,cci
I69028,ICD10CM,Cerebrovascular_disease,cci
I6903,ICD10CM,Cerebrovascular_disease,cci
I69031,ICD10CM,Cerebrovascular_disease,cci
I69032,ICD10CM,Cerebrovascular_disease,cci
I69033,ICD10CM,Cerebrovascular_disease,cci
I69034,ICD10CM,Cerebrovascular_disease,cci
I69039,ICD10CM,Cerebrovascular_disease,cci
I6904,ICD10CM,Cerebrovascular_disease,cci
I69041,ICD10CM,Cerebrovascular_disease,cci
I69042,ICD10CM,Cerebrovascular_disease,cci
I69043,ICD10CM,Cerebrovascular_disease,cci
I69044,ICD10CM,Cerebrovascular_disease,cci
I69049,ICD10CM,Cerebrovascular_disease,cci
I6905,ICD10CM,Cerebrovascular_disease,cci
I69051,ICD10CM,Cerebrovascular_disease,cci
I69052,ICD10CM,Cerebrovascular_disease,cci
I69053,ICD10CM,Cerebrovascular_disease,cci
I69054,ICD10CM,Cerebrovascular_disease,cci
I69059,ICD10CM,Cerebrovascular_disease,cci
I6906,ICD10CM,Cerebrovascular_disease,cci
I69061,ICD10CM,Cerebrovascular_disease,cci
I69062,ICD10CM,Cerebrovascular_disease,cci
I69063,ICD10CM,Cerebrovascular_disease,cci
I69064,ICD10CM,Cerebrovascular_disease,cci
I69065,ICD10CM,Cerebrovascular_disease,cci
I69069,ICD10CM,Cerebrovascular_disease,cci
I6909,ICD10CM,Cerebrovascular_disease,cci
I69090,ICD10CM,Cerebrovascular_disease,cci
I69091,ICD10CM,Cerebrovascular_disease,cci
I69092,ICD10CM,Cerebrovascular_disease,cci
I69093,ICD10CM,Cerebrovascular_disease,cci
I69098,ICD10CM,Cerebrovascular_disease,cci
I6910,ICD10CM,Cerebrovascular_disease,cci
I6911,ICD10CM,Cerebrovascular_disease,cci
I69110,ICD10CM,Cerebrovascular_disease,cci
I69111,ICD10CM,Cerebrovascular_disease,cci
I69112,ICD10CM,Cerebrovascular_disease,cci
I69113,ICD10CM,Cerebrovascular_disease,cci
I69114,ICD10CM,Cerebrovascular_disease,cci
I69115,ICD10CM,Cerebrovascular_disease,cci
I69118,ICD10CM,Cerebrovascular_disease,cci
I69119,ICD10CM,Cerebrovascular_disease,cci
I6912,ICD10CM,Cerebrovascular_disease,cci
I69120,ICD10CM,Cerebrovascular_disease,cci
I69121,ICD10CM,Cerebrovascular_disease,cci
I69122,ICD10CM,Cerebrovascular_disease,cci
I69123,ICD10CM,Cerebrovascular_disease,cci
I69128,ICD10CM,Cerebrovascular_disease,cci
I6913,ICD10CM,Cerebrovascular_disease,cci
I69131,ICD10CM,Cerebrovascular_disease,cci
I69132,ICD10CM,Cerebrovascular_disease,cci
I69133,ICD10CM,Cerebrovascular_disease,cci
I69134,ICD10CM,Cerebrovascular_disease,cci
I69139,ICD10CM,Cerebrovascular_disease,cci
I6914,ICD10CM,Cerebrovascular_disease,cci
I69141,ICD10CM,Cerebrovascular_disease,cci
I69142,ICD10CM,Cerebrovascular_disease,cci
I69143,ICD10CM,Cerebrovascular_disease,cci
I69144,ICD10CM,Cerebrovascular_disease,cci
I69149,ICD10CM,Cerebrovascular_disease,cci
I6915,ICD10CM,Cerebrovascular_disease,cci
I69151,ICD10CM,Cerebrovascular_disease,cci
I69152,ICD10CM,Cerebrovascular_disease,cci
I69153,ICD10CM,Cerebrovascular_disease,cci
I69154,ICD10CM,Cerebrovascular_disease,cci
I69159,ICD10CM,Cerebrovascular_disease,cci
I6916,ICD10CM,Cerebrovascular_disease,cci
I69161,ICD10CM,Cerebrovascular_disease,cci
I69162,ICD10CM,Cerebrovascular_disease,cci
I69163,ICD10CM,Cerebrovascular_disease,cci
I69164,ICD10CM,Cerebrovascular_disease,cci
I69165,ICD10CM,Cerebrovascular_disease,cci
I69169,ICD10CM,Cerebrovascular_disease,cci
I6919,ICD10CM,Cerebrovascular_disease,cci
I69190,ICD10CM,Cerebrovascular_disease,cci
I69191,ICD10CM,Cerebrovascular_disease,cci
I69192,ICD10CM,Cerebrovascular_disease,cci
I69193,ICD10CM,Cerebrovascular_disease,cci
I69198,ICD10CM,Cerebrovascular_disease,cci
I6920,ICD10CM,Cerebrovascular_disease,cci
I6921,ICD10CM,Cerebrovascular_disease,cci
I69210,ICD10CM,Cerebrovascular_disease,cci
I69211,ICD10CM,Cerebrovascular_disease,cci
I69212,ICD10CM,Cerebrovascular_disease,cci
I69213,ICD10CM,Cerebrovascular_disease,cci
I69214,ICD10CM,Cerebrovascular_disease,cci
I69215,ICD10CM,Cerebrovascular_disease,cci
I69218,ICD10CM,Cerebrovascular_disease,cci
I69219,ICD10CM,Cerebrovascular_disease,cci
I6922,ICD10CM,Cerebrovascular_disease,cci
I69220,ICD10CM,Cerebrovascular_disease,cci
I69221,ICD10CM,Cerebrovascular_disease,cci
I69222,ICD10CM,Cerebrovascular_disease,cci
I69223,ICD10CM,Cerebrovascular_disease,cci
I69228,ICD10CM,Cerebrovascular_disease,cci
I6923,ICD10CM,Cerebrovascular_disease,cci
I69231,ICD10CM,Cerebrovascular_disease,cci
I69232,ICD10CM,Cerebrovascular_disease,cci
I69233,ICD10CM,Cerebrovascular_disease,cci
I69234,ICD10CM,Cerebrovascular_disease,cci
I69239,ICD10CM,Cerebrovascular_disease,cci
I6924,ICD10CM,Cerebrovascular_disease,cci
I69241,ICD10CM,Cerebrovascular_disease,cci
I69242,ICD10CM,Cerebrovascular_disease,cci
I69243,ICD10CM,Cerebrovascular_disease,cci
I69244,ICD10CM,Cerebrovascular_disease,cci
I69249,ICD10CM,Cerebrovascular_disease,cci
I6925,ICD10CM,Cerebrovascular_disease,cci
I69251,ICD10CM,Cerebrovascular_disease,cci
I69252,ICD10CM,Cerebrovascular_disease,cci
I69253,ICD10CM,Cerebrovascular_disease,cci
I69254,ICD10CM,Cerebrovascular_disease,cci
I69259,ICD10CM,Cerebrovascular_disease,cci
I6926,ICD10CM,Cerebrovascular_disease,cci
I69261,ICD10CM,Cerebrovascular_disease,cci
I69262,ICD10CM,Cerebrovascular_disease,cci
I69263,ICD10CM,Cerebrovascular_disease,cci
I69264,ICD10CM,Cerebrovascular_disease,cci
I69265,ICD10CM,Cerebrovascular_disease,cci
I69269,ICD10CM,Cerebrovascular_disease,cci
I6929,ICD10CM,Cerebrovascular_disease,cci
I69290,ICD10CM,Cerebrovascular_disease,cci
I69291,ICD10CM,Cerebrovascular_disease,cci
I69292,ICD10CM,Cerebrovascular_disease,cci
I69293,ICD10CM,Cerebrovascular_disease,cci
I69298,ICD10CM,Cerebrovascular_disease,cci
I6930,ICD10CM,Cerebrovascular_disease,cci
I6931,ICD10CM,Cerebrovascular_disease,cci
I69310,ICD10CM,Cerebrovascular_disease,cci
I69311,ICD10CM,Cerebrovascular_disease,cci
I69312,ICD10CM,Cerebrovascular_disease,cci
I69313,ICD10CM,Cerebrovascular_disease,cci
I69314,ICD10CM,Cerebrovascular_disease,cci
I69315,ICD10CM,Cerebrovascular_disease,cci
I69318,ICD10CM,Cerebrovascular_disease,cci
I69319,ICD10CM,Cerebrovascular_disease,cci
I6932,ICD10CM,Cerebrovascular_disease,cci
I69320,ICD10CM,Cerebrovascular_disease,cci
I69321,ICD10CM,Cerebrovascular_disease,cci
I69322,ICD10CM,Cerebrovascular_disease,cci
I69323,ICD10CM,Cerebrovascular_disease,cci
I69328,ICD10CM,Cerebrovascular_disease,cci
I6933,ICD10CM,Cerebrovascular_disease,cci
I69331,ICD10CM,Cerebrovascular_disease,cci
I69332,ICD10CM,Cerebrovascular_disease,cci
I69333,ICD10CM,Cerebrovascular_disease,cci
I69334,ICD10CM,Cerebrovascular_disease,cci
I69339,ICD10CM,Cerebrovascular_disease,cci
I6934,ICD10CM,Cerebrovascular_disease,cci
I69341,ICD10CM,Cerebrovascular_disease,cci
I69342,ICD10CM,Cerebrovascular_disease,cci
I69343,ICD10CM,Cerebrovascular_disease,cci
I69344,ICD10CM,Cerebrovascular_disease,cci
I69349,ICD10CM,Cerebrovascular_disease,cci
I6935,ICD10CM,Cerebrovascular_disease,cci
I69351,ICD10CM,Cerebrovascular_disease,cci
I69352,ICD10CM,Cerebrovascular_disease,cci
I69353,ICD10CM,Cerebrovascular_disease,cci
I69354,ICD10CM,Cerebrovascular_disease,cci
I69359,ICD10CM,Cerebrovascular_disease,cci
I6936,ICD10CM,Cerebrovascular_disease,cci
I69361,ICD10CM,Cerebrovascular_disease,cci
I69362,ICD10CM,Cerebrovascular_disease,cci
I69363,ICD10CM,Cerebrovascular_disease,cci
I69364,ICD10CM,Cerebrovascular_disease,cci
I69365,ICD10CM,Cerebrovascular_disease,cci
I69369,ICD10CM,Cerebrovascular_disease,cci
I6939,ICD10CM,Cerebrovascular_disease,cci
I69390,ICD10CM,Cerebrovascular_disease,cci
I69391,ICD10CM,Cerebrovascular_disease,cci
I69392,ICD10CM,Cerebrovascular_disease,cci
I69393,ICD10CM,Cerebrovascular_disease,cci
I69398,ICD10CM,Cerebrovascular_disease,cci
I6980,ICD10CM,Cerebrovascular_disease,cci
I6981,ICD10CM,Cerebrovascular_disease,cci
I69810,ICD10CM,Cerebrovascular_disease,cci
I69811,ICD10CM,Cerebrovascular_disease,cci
I69812,ICD10CM,Cerebrovascular_disease,cci
I69813,ICD10CM,Cerebrovascular_disease,cci
I69814,ICD10CM,Cerebrovascular_disease,cci
I69815,ICD10CM,Cerebrovascular_disease,cci
I69818,ICD10CM,Cerebrovascular_disease,cci
I69819,ICD10CM,Cerebrovascular_disease,cci
I6982,ICD10CM,Cerebrovascular_disease,cci
I69820,ICD10CM,Cerebrovascular_disease,cci
I69821,ICD10CM,Cerebrovascular_disease,cci
I69822,ICD10CM,Cerebrovascular_disease,cci
I69823,ICD10CM,Cerebrovascular_disease,cci
I69828,ICD10CM,Cerebrovascular_disease,cci
I6983,ICD10CM,Cerebrovascular_disease,cci
I69831,ICD10CM,Cerebrovascular_disease,cci
I69832,ICD10CM,Cerebrovascular_disease,cci
I69833,ICD10CM,Cerebrovascular_disease,cci
I69834,ICD10CM,Cerebrovascular_disease,cci
I69839,ICD10CM,Cerebrovascular_disease,cci
I6984,ICD10CM,Cerebrovascular_disease,cci
I69841,ICD10CM,Cerebrovascular_disease,cci
I69842,ICD10CM,Cerebrovascular_disease,cci
I69843,ICD10CM,Cerebrovascular_disease,cci
I69844,ICD10CM,Cerebrovascular_disease,cci
I69849,ICD10CM,Cerebrovascular_disease,cci
I6985,ICD10CM,Cerebrovascular_disease,cci
I69851,ICD10CM,Cerebrovascular_disease,cci
I69852,ICD10CM,Cerebrovascular_disease,cci
I69853,ICD10CM,Cerebrovascular_disease,cci
I69854,ICD10CM,Cerebrovascular_disease,cci
I69859,ICD10CM,Cerebrovascular_disease,cci
I6986,ICD10CM,Cerebrovascular_disease,cci
I69861,ICD10CM,Cerebrovascular_disease,cci
I69862,ICD10CM,Cerebrovascular_disease,cci
I69863,ICD10CM,Cerebrovascular_disease,cci
I69864,ICD10CM,Cerebrovascular_disease,cci
I69865,ICD10CM,Cerebrovascular_disease,cci
I69869,ICD10CM,Cerebrovascular_disease,cci
I6989,ICD10CM,Cerebrovascular_disease,cci
I69890,ICD10CM,Cerebrovascular_disease,cci
I69891,ICD10CM,Cerebrovascular_disease,cci
I69892,ICD10CM,Cerebrovascular_disease,cci
I69893,ICD10CM,Cerebrovascular_disease,cci
I69898,ICD10CM,Cerebrovascular_disease,cci
I699,ICD10CM,Cerebrovascular_disease,cci
I6990,ICD10CM,Cerebrovascular_disease,cci
I6991,ICD10CM,Cerebrovascular_disease,cci
I69910,ICD10CM,Cerebrovascular_disease,cci
I69911,ICD10CM,Cerebrovascular_disease,cci
I69912,ICD10CM,Cerebrovascular_disease,cci
I69913,ICD10CM,Cerebrovascular_disease,cci
I69914,ICD10CM,Cerebrovascular_disease,cci
I69915,ICD10CM,Cerebrovascular_disease,cci
I69918,ICD10CM,Cerebrovascular_disease,cci
I69919,ICD10CM,Cerebrovascular_disease,cci
I6992,ICD10CM,Cerebrovascular_disease,cci
I69920,ICD10CM,Cerebrovascular_disease,cci
I69921,ICD10CM,Cerebrovascular_disease,cci
I69922,ICD10CM,Cerebrovascular_disease,cci
I69923,ICD10CM,Cerebrovascular_disease,cci
I69928,ICD10CM,Cerebrovascular_disease,cci
I6993,ICD10CM,Cerebrovascular_disease,cci
I69931,ICD10CM,Cerebrovascular_disease,cci
I69932,ICD10CM,Cerebrovascular_disease,cci
I69933,ICD10CM,Cerebrovascular_disease,cci
I69934,ICD10CM,Cerebrovascular_disease,cci
I69939,ICD10CM,Cerebrovascular_disease,cci
I6994,ICD10CM,Cerebrovascular_disease,cci
I69941,ICD10CM,Cerebrovascular_disease,cci
I69942,ICD10CM,Cerebrovascular_disease,cci
I69943,ICD10CM,Cerebrovascular_disease,cci
I69944,ICD10CM,Cerebrovascular_disease,cci
I69949,ICD10CM,Cerebrovascular_disease,cci
I6995,ICD10CM,Cerebrovascular_disease,cci
I69951,ICD10CM,Cerebrovascular_disease,cci
I69952,ICD10CM,Cerebrovascular_disease,cci
I69953,ICD10CM,Cerebrovascular_disease,cci
I69954,ICD10CM,Cerebrovascular_disease,cci
I69959,ICD10CM,Cerebrovascular_disease,cci
I6996,ICD10CM,Cerebrovascular_disease,cci
I69961,ICD10CM,Cerebrovascular_disease,cci
I69962,ICD10CM,Cerebrovascular_disease,cci
I69963,ICD10CM,Cerebrovascular_disease,cci
I69964,ICD10CM,Cerebrovascular_disease,cci
I69965,ICD10CM,Cerebrovascular_disease,cci
I69969,ICD10CM,Cerebrovascular_disease,cci
I6999,ICD10CM,Cerebrovascular_disease,cci
I69990,ICD10CM,Cerebrovascular_disease,cci
I69991,ICD10CM,Cerebrovascular_disease,cci
I69992,ICD10CM,Cerebrovascular_disease,cci
I69993,ICD10CM,Cerebrovascular_disease,cci
I69998,ICD10CM,Cerebrovascular_disease,cci
36234,ICD10CM,Cerebrovascular_disease,cci
430,ICD10CM,Cerebrovascular_disease,cci
431,ICD10CM,Cerebrovascular_disease,cci
4311,ICD10CM,Cerebrovascular_disease,cci
4319,ICD10CM,Cerebrovascular_disease,cci
432,ICD10CM,Cerebrovascular_disease,cci
4320,ICD10CM,Cerebrovascular_disease,cci
4321,ICD10CM,Cerebrovascular_disease,cci
4329,ICD10CM,Cerebrovascular_disease,cci
433,ICD10CM,Cerebrovascular_disease,cci
4330,ICD10CM,Cerebrovascular_disease,cci
43300,ICD10CM,Cerebrovascular_disease,cci
43301,ICD10CM,Cerebrovascular_disease,cci
4331,ICD10CM,Cerebrovascular_disease,cci
43310,ICD10CM,Cerebrovascular_disease,cci
43311,ICD10CM,Cerebrovascular_disease,cci
4332,ICD10CM,Cerebrovascular_disease,cci
43320,ICD10CM,Cerebrovascular_disease,cci
43321,ICD10CM,Cerebrovascular_disease,cci
4333,ICD10CM,Cerebrovascular_disease,cci
43330,ICD10CM,Cerebrovascular_disease,cci
43331,ICD10CM,Cerebrovascular_disease,cci
4338,ICD10CM,Cerebrovascular_disease,cci
43380,ICD10CM,Cerebrovascular_disease,cci
43381,ICD10CM,Cerebrovascular_disease,cci
4339,ICD10CM,Cerebrovascular_disease,cci
43390,ICD10CM,Cerebrovascular_disease,cci
43391,ICD10CM,Cerebrovascular_disease,cci
434,ICD10CM,Cerebrovascular_disease,cci
4340,ICD10CM,Cerebrovascular_disease,cci
43400,ICD10CM,Cerebrovascular_disease,cci
43401,ICD10CM,Cerebrovascular_disease,cci
